A_Name_Ch	A_Summary	A_Keywords	A_AlsoKnown	A_Geo	A_Location	A_POIGroup	A_Name_En	A_Name_Latin	A_Phylum	A_Class	A_Order	A_Family	A_Conservation	A_Distribution	A_Habitat	A_Feature	A_Behavior	A_Diet	A_Crisis	A_Interpretation	A_Theme_Name	A_Theme_URL	A_Adopt	A_Code	A_Pic01_ALT	A_Pic01_URL	A_Pic02_ALT	A_Pic02_URL	A_Pic03_ALT	A_Pic03_URL	A_Pic04_ALT	A_Pic04_URL	A_pdf01_ALT	A_pdf01_URL	A_pdf02_ALT	A_pdf02_URL	A_Voice01_ALT	A_Voice01_URL	A_Voice02_ALT	A_Voice02_URL	A_Voice03_ALT	A_Voice03_URL	A_Vedio_URL	A_Update	A_CID
蒙古野馬				MULTIPOINT ((121.589313 24.9936564))	溫帶動物區		Przewalski's wild horse	Equus przewalskii	脊索動物門	哺乳綱	奇蹄目	馬科		蒙古	開闊平原和半沙漠地區。	體重：350㎏；體長：210㎝；尾長：90㎝。骨架笨重，體色淺黃，且具有明顯直立的黑色鬃毛。顏色由不同深度的褐色至紅棕色。頭，大耳朵短而尖，口鼻有斑點。鬃毛直立而色深，尾巴上半部毛短，下半部毛長。背部平坦，有明顯深色的背線，順著脊柱由肩部向後延伸至尾部。有時在腿、臀及大腿內側，會見到斑馬的斑紋。和其他的馬一樣，足部內側有角狀突出物，是第一和第二趾殘留的痕跡，為chestnut。蒙古野馬有66個染色體，而家馬有64個染色體。若二者雜交則產生有65個染色體的後代。一般相信，家馬染色體的減少，是經由Robertsonian Fusion的結果。蒙古野馬是家馬的祖先。	蒙古野馬的分約在蒙古西南部，尤其是戈壁沙漠及阿爾泰山一帶。秋季，牠們會向南遷移數百公里至天山東側，而於次年春天北返。其棲地通常為草原或半沙漠之高地，海拔700－1800公尺，有時甚至高達2500公尺。年雨量100ｍｍ，一月均溫－5℃，七月均溫20－25℃。蒙古野馬通常吃草或矮小樹叢的樹葉，並於日落後尋找小水坑喝水。牠們可以忍受3－4天不喝水。馬奔跑時，可以每小時70公里速度跑一段短距離，穩定而持久的跑速是每小時50公里。	青草、樹枝及水果。	蒙古野馬在1976年被ＩＵＣＮ（International Union for the Conservation of Nature）列為瀕臨絕種動物。牠亦是名列ＣＩＴＩＥＳ附錄Ｉ的瀕臨絕種動物。　蒙古野馬是瀕絕動物在動物園及保護區中繁殖，最典型成功的例子。二次大戰之前，全世界約有40隻圈養蒙古野馬，至大戰末期更降為31隻。1960年，由布拉格動物園開始出版蒙古野馬國際血統書。雖然圈養隻數持續在增加，但因整個圈養族群，追溯到起始僅來自12隻蒙古野馬，（其中11隻於1899至1901年間由野外捕獲，另一隻於1947年，由野外捕獲）故近親交配所引起的衰退現象，十分嚴重。早夭、壽命不超過20歲、出生率下降、抵抗力下降等現象均開始出現。　雖然我們還不知道如何確保蒙古野馬的長久存在，但是下列措施，卻是我們必須要注意到的：１. 蒙古野馬在買賣的時候，常常是將血緣相近的動物一齊成對賣出。這種做法，會使子代的近親交配係數增高，種的品質惡化，因而危害到種的保存。所以這種交易方式，應加以避免。２. 公馬對近親交配係數的影響，比母馬更大。但是過剩的公馬，往往是動物園的「問題」。成立一個或更多的公馬「貯存庫」，以及促進動物園間更密切的合作，以交換不同血緣的物，都是實際可行的方法。３. 動物應優先飼養在能夠提供較大場地的動物園，因為較大的場地，對動物的繁殖較有利，也較合於其在野外的習性。４. 應在保護區中建立可自由移動的動物群，並且應在動物族群衰退至無法復育以前，及早建立。蒙古野馬親近交配引起的衰退，凸顯了遺傳管理及訂定生殖計劃的重要性。此一珍貴的品種是否能持續存活？這個問題，仍然在考驗著人類。					Horse-MW	蒙古野馬	http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/Horse-MW/Horse-MW_Pic01.jpg	蒙古野馬	http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/Horse-MW/Horse-MW_Pic02.jpg	蒙古野馬	http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/Horse-MW/Horse-MW_Pic03.jpg	蒙古野馬	http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/Horse-MW/Horse-MW_Pic04.jpg												2015-06-03	239
歐亞大山貓				MULTIPOINT ((121.5900023 24.992842))	溫帶動物區		Eurasian lynx	Felis lynx	脊索動物門	哺乳綱	食肉目	貓科												Lynx																				2015-06-03	240
石虎				MULTIPOINT ((121.5809003 24.9971255))	臺灣動物區		Leopard Cat	Felis bengalensis chinensis	脊索動物門	哺乳綱	食肉目	貓科			石虎出現在高、低海拔的森林內多處地方。以空心樹或小穴或樹根下方為洞穴。	頭體長44.5至107公分，尾長23至44公分。體重3至7公斤。體色變化多多，背部通常為粉褐色，腹部白色。體軀與尾部覆有深色斑點。前額至頸背有４條黑色縱紋，到肩部形成短帶紋和成排的縱長斑，尾上有模糊的環紋圈至尾尖。頭小、口鼻區短，耳圓中等長。	主要是夜行性，但是常在白天出現。善於游泳，可在許離島建立牠們的族群。	不僅在地面上也在樹上覓食。以野兔、鼠類、小鹿、鳥類、爬蟲類和魚類為食。						FlyingSquirrel	石虎	http://www.zoo.gov.tw/iTAP/03_Animals/FormosanArea/FlyingSquirrel/FlyingSquirrel_Pic01.jpg	石虎	http://www.zoo.gov.tw/iTAP/03_Animals/FormosanArea/FlyingSquirrel/FlyingSquirrel_Pic02.jpg	石虎	http://www.zoo.gov.tw/iTAP/03_Animals/FormosanArea/FlyingSquirrel/FlyingSquirrel_Pic03.jpg	石虎	http://www.zoo.gov.tw/iTAP/03_Animals/FormosanArea/FlyingSquirrel/FlyingSquirrel_Pic04.jpg												2015-06-03	241
白鼻心				MULTIPOINT ((121.580109 24.9976518))	臺灣動物區		Formosan Gem-faced Civet	Paguma larvata taivana	脊索動物門	哺乳綱	食肉目	靈貓科			常出沒於森林和灌叢田野。	頭體長50.8至76.2公分，尾長通常50.8至63.6公分，體重通常3.6至5公斤。臉部通常具一個臉譜：從頭頂到鼻中線由一條白線貫穿，眼下及眼上廷至耳下部份各有一塊白斑。一般的體色為純灰色或是滲著些淺黃、橘色或黃紅色。體軀及尾均無條紋或斑點。尾的末端色澤比基部深，腳略帶黑色。和狸貓一樣肛門臭腺味道濃烈，分泌物可以驅走敵害。頭部的標識鮮明，是一種警告訊號，提醒對手小心牠的臭彈武器。雌性具兩對乳房。	單獨活動。夜行性與樹棲性。尼泊爾的白鼻心在樹洞撫育仔獸。	雜食性。包括小型脊椎動物，昆蟲和果實。		白鼻心 1. 白鼻心名字的由來，是因為鼻子上方，到兩耳間有一條白色斑紋。 2. 牠是雜食性動物，特別喜歡吃水果，所以又名果子狸。 3. 人類的獵捕，繁殖場逃出或棄養的個體，都是野外族群的隱憂。 4. 四隻腳是黑色的，而且具有香腺，所以又名烏腳香。平常會用 5. 氣味做記號，緊張時肛門腺會排出臭氣。 6. 特殊的腳掌構造，讓牠可以在樹枝或細籐上輕鬆行走。				Civet-MP	白鼻心	http://www.zoo.gov.tw/iTAP/03_Animals/FormosanArea/Civet-MP/Civet-MP_Pic01.jpg	白鼻心	http://www.zoo.gov.tw/iTAP/03_Animals/FormosanArea/Civet-MP/Civet-MP_Pic02.jpg	白鼻心	http://www.zoo.gov.tw/iTAP/03_Animals/FormosanArea/Civet-MP/Civet-MP_Pic03.jpg	白鼻心	http://www.zoo.gov.tw/iTAP/03_Animals/FormosanArea/Civet-MP/Civet-MP_Pic04.jpg												2015-06-03	242
長吻松鼠				MULTIPOINT ((121.5809807 24.9972057))	臺灣動物區		Formosan long-nosed squirrel	Dremomys pernyi owstoni	脊索動物門	哺乳綱	囓齒目	松鼠科			中高海拔山區，以濶葉林為主。	吻部較長，體型較常見的赤腹松鼠小，體背為灰褐色，雜有灰色小斑，腹部橙黃色，尾大，呈灰黑褐色。								Squirre-OLT	長吻松鼠	http://www.zoo.gov.tw/iTAP/03_Animals/FormosanArea/Squirre-OLT/Squirre-OLT_Pic01.jpg	長吻松鼠	http://www.zoo.gov.tw/iTAP/03_Animals/FormosanArea/Squirre-OLT/Squirre-OLT_Pic02.jpg	長吻松鼠	http://www.zoo.gov.tw/iTAP/03_Animals/FormosanArea/Squirre-OLT/Squirre-OLT_Pic03.jpg	長吻松鼠	http://www.zoo.gov.tw/iTAP/03_Animals/FormosanArea/Squirre-OLT/Squirre-OLT_Pic04.jpg												2015-06-03	243
穿山甲				MULTIPOINT ((121.5810397 24.9973151))	臺灣動物區		Chinese pangolin	Manis pentadactyla	脊索動物門	哺乳綱	鳞甲目	鯪鯉科		臺灣	為臺灣特有亞種。棲息於山麓至海拔1，000公尺左右之山區，但以海拔300一500公尺左右之闊葉林或次生林較常見。	頭軀幹長44一56公分，尾長31一35公分，體重3一6．3公斤。頭圓錐狀、眼小、眼瞼厚，吻端尖，口腔無牙，具長條狀舌頭，伸長時可達20公分：頭上部和身體側面布滿灰褐色鱗片；鱗間、腹面及四肢內側均有散生赤褐色粗毛；四肢短，具五爪，前肢之爪發達。	善挖掘，白天蟄居於和穴，夜晚外出活動覓食；蟲食性，食物以白蟻、螞蟻類為主，進食時以長舌黏取吞食；行動緩慢，過危險時頭向腹部彎曲成球狀，背部朝外以選敵害。穿山甲善於爬樹﹐有時以前爪鉤住樹幹﹐以螺旋方式攀樹。遇敵害時﹐將頭部向腹部彎曲成球形；若在洞口抓住其尾部﹐牠會張開身上的鱗片﹐撐於洞內﹐故拖出時甚為困難。牠的嗅覺甚為敏銳﹐而視覺與聽覺則較為遲頓。 單獨、夜行性。 	以蟻類或地面昆蟲為食﹐取食螞蟻時﹐以前爪抓破蟻巢﹐當螞蟻向四處散亂時﹐即伸出長舌敏捷的吞食﹐通常來回舔食每分鐘可達八十次。因取食地面或地下昆蟲﹐常在地面留下挖掘之痕跡。	棲息地干擾，過去並曾有強大捕捉壓力。目前捕捉壓力雖然不大，但其在臺灣之野生族群已很少，且可能分布不連續。	穿山甲 全世界共有8種穿山甲，臺灣穿山甲是中華穿山甲的3個亞種之一。日據時代在臺北文山區、臺中、臺南和高雄的低海拔丘陵區成立穿山甲天然紀念物保護區，西元1936~1960年間，穿山甲被大量捕殺製革輸出，成為當時重要的經濟產品。如今加上土地開發，過度使用農藥，讓穿山甲淪為今日的稀有動物。目前已經列為珍貴稀有保育類動物。  1. 穿山甲身長約45--55cm，全身都覆蓋灰褐色的鱗片，成分和我們的指甲相同，都是角質素。每個鱗片下方可以找到3∼4根毛髮。 2. 穿山甲很會爬樹，靠敏銳的嗅覺找螞蟻和白蟻吃，尖銳的前爪適合用來撕裂蟻窩，用含黏稠唾液的舌頭來回沾食螞蟻吃。   3. 穿山甲身上有鱗甲，會游泳，很多人以為牠是魚類，其實牠是哺乳動物。 4. 穿山甲屬於夜行性動物。分布在臺灣海拔1000公尺以下的森林。 5. 遇到危險時將身體捲成球狀，同時鱗片會直豎起來露出銳利的邊緣。 6. 會挖洞穴，洞穴內會分叉，有些會有另一出口。不同洞穴可以用來居住、覓食或躲避敵人。				Pangolin	穿山甲	http://www.zoo.gov.tw/iTAP/03_Animals/FormosanArea/Pangolin/Pangolin_Pic01.jpg	穿山甲	http://www.zoo.gov.tw/iTAP/03_Animals/FormosanArea/Pangolin/Pangolin_Pic02.jpg	穿山甲	http://www.zoo.gov.tw/iTAP/03_Animals/FormosanArea/Pangolin/Pangolin_Pic03.jpg	穿山甲	http://www.zoo.gov.tw/iTAP/03_Animals/FormosanArea/Pangolin/Pangolin_Pic04.jpg												2015-06-03	244
食蛇龜				MULTIPOINT ((121.5809552 24.9971802))	臺灣動物區		Yellow-margined box turtle	Cistoclemmys flavomarginata	脊索動物門	爬蟲綱	龜鱉目	河龜科		東亞的中國南部、臺灣和日本琉球南部。	活在低海拔山區和丘陵潮濕的森林底層或森林邊緣的農耕地附近。	體型渾圓，背甲高聳呈圓拱狀，中央有一列明顯的稜脊，腹甲無缺刻，胸盾與腹盾以韌帶連接。頭部為橄欖色，頰部黃色，眼後到頸部有一條黃色縱紋，背甲為黑褐色，中央稜脊和邊緣為黃色，腹甲為暗褐色或黑色。	單獨、日夜行性	主要以植物的果、葉與嫩芽為食。						Turtle-YB	食蛇龜	http://www.zoo.gov.tw/iTAP/03_Animals/FormosanArea/Turtle-YB/Turtle-YB_Pic01.jpg	食蛇龜	http://www.zoo.gov.tw/iTAP/03_Animals/FormosanArea/Turtle-YB/Turtle-YB_Pic02.jpg	食蛇龜	http://www.zoo.gov.tw/iTAP/03_Animals/FormosanArea/Turtle-YB/Turtle-YB_Pic03.jpg	食蛇龜	http://www.zoo.gov.tw/iTAP/03_Animals/FormosanArea/Turtle-YB/Turtle-YB_Pic04.jpg												2015-06-03	245
草鴞				MULTIPOINT ((121.580856 24.9971097))	臺灣動物區		Formosan grass owl	Tyto longimembris	脊索動物門	鳥綱	鴨形目	草鴞科	一級瀕臨滅絕保育類動物	印度、孟加拉、尼泊爾、錫金、不丹、緬甸、越南、臺灣島等地。	主要生活于海拔1500米以下的濃密草叢中。	背部黃褐色的斑駁花紋，白天在草叢裡能形成了良好的偽裝效果。	 夜晚覓食活動，只做短距離飛行獵食。 白天躲藏在草叢巢穴中。為方便牠穿梭其中尋找獵物或閃避天敵，草鴞會用翅膀慢慢折出一條條專屬隧道。草鴞是唯一以地面為生存領域的猛禽。	鼠類及野兔	近幾年來，人為獵捕、過度開發及誤食吃了老鼠藥的鼠類等問題，嚴重威脅草鴞的生存。	東方草鴞 分布：印度、孟加拉、尼泊爾、錫金、不丹、緬甸、越南、臺灣島等地，主要生活于海拔1500米以下的濃密草叢中。 食物：鼠類及野兔。 1. 背部黃褐色的斑駁花紋，白天在草叢裡能形成了良好的偽裝效果。 2. 夜晚覓食活動，只做短距離飛行獵食。 3. 白天躲藏在草叢巢穴中。為方便牠穿梭其中尋找獵物或閃避天敵，草鴞會用翅膀慢慢折出一條條專屬隧道。 4. 於冬季繁殖。 5. 草鴞是唯一以地面為生存領域的猛禽。 6. 近幾年來，人為獵捕、過度開發及誤食吃了老鼠藥的鼠類等問題，嚴重威脅草鴞的生存。 7. 為一級瀕臨滅絕保育類動物。				Owl-EG	草鴞	http://www.zoo.gov.tw/iTAP/03_Animals/FormosanArea/Owl-EG/Owl-EG_Pic01.jpg	草鴞	http://www.zoo.gov.tw/iTAP/03_Animals/FormosanArea/Owl-EG/Owl-EG_Pic02.jpg	草鴞	http://www.zoo.gov.tw/iTAP/03_Animals/FormosanArea/Owl-EG/Owl-EG_Pic03.jpg	草鴞	http://www.zoo.gov.tw/iTAP/03_Animals/FormosanArea/Owl-EG/Owl-EG_Pic04.jpg												2015-06-03	246
梅花鹿				MULTIPOINT ((121.5805918 24.9981684))	臺灣動物區		Formosan sika deer	Cervus nippon taiouanus	脊索動物門	哺乳綱	偶蹄目	鹿科		全臺灣平地至3000公尺	飼養，野生時以低平地之森林為主	體色夏季為淡栗色，後頸帶深赤色，背部中央有一黑色帶，兩側各有約20個白斑成一縱列，臀部有一明顯大白斑	日行性	幼芽、嫩葉為主						Sika	梅花鹿	http://www.zoo.gov.tw/iTAP/03_Animals/FormosanArea/Sika/Sika_Pic01.jpg	梅花鹿	http://www.zoo.gov.tw/iTAP/03_Animals/FormosanArea/Sika/Sika_Pic02.jpg	梅花鹿	http://www.zoo.gov.tw/iTAP/03_Animals/FormosanArea/Sika/Sika_Pic03.jpg	梅花鹿	http://www.zoo.gov.tw/iTAP/03_Animals/FormosanArea/Sika/Sika_Pic04.jpg												2015-06-03	247
雲豹				MULTIPOINT ((121.5799735 24.9978317))	臺灣動物區		Formosan clouded leopard	Neofelis nebulosa	脊索動物門	哺乳綱	食肉目	貓科		臺灣	中、高海拔森林區	全身黃褐色；額頭至肩部有數條黑色縱帶，頸側及體側有雲黑班，腹部近白色，尾有11至14個黑色環帶	單獨、夜行性							CloudedLeopard	雲豹	http://www.zoo.gov.tw/iTAP/03_Animals/FormosanArea/CloudedLeopard/CloudedLeopard_Pic01.jpg	雲豹	http://www.zoo.gov.tw/iTAP/03_Animals/FormosanArea/CloudedLeopard/CloudedLeopard_Pic02.jpg	雲豹	http://www.zoo.gov.tw/iTAP/03_Animals/FormosanArea/CloudedLeopard/CloudedLeopard_Pic03.jpg	雲豹	http://www.zoo.gov.tw/iTAP/03_Animals/FormosanArea/CloudedLeopard/CloudedLeopard_Pic04.jpg												2015-06-03	248
臺灣長鬃山羊				MULTIPOINT ((121.5804362 24.9971583))	臺灣動物區		Formosan serow	Naemorhedus swinhoei	脊索動物門	哺乳綱	偶蹄目	牛科		臺灣	中、高海拔雜林、裸露岩石崩塌處	雌雄接有一對洞角，呈圓椎狀，頂端尖銳且略向後曲，終生不脫落，蹄可絆住岩石表面而活動	清晨、黃昏	幼芽、嫩葉為主		臺灣山羌吃什麼？ 臺灣山羌取食多種植物的嫩芽、嫩葉和果實，也會撿食地面落果和落葉。牠會將葉片咬下而留下葉柄，吃法十分精巧。 動物園主要提供桑葉、山黃麻、紅蘿蔔簽、地瓜簽、粒狀飼料等。 長鬃山羊 1. 頭上的角稱為「洞角」，是由中空的骨質物和角質外鞘共同組成，且終身不會脫落。 2. 角是牠的防禦武器。 3. 人類飼養旳山羊。 4. 長鬃山羊是臺灣唯一的野生牛科動物。 5. 從嫩葉到纖維較粗的綠色植物，都是牠的食物，而且會反芻。 6. 生活在懸崖峭壁上，是躲避敵人的最佳場所。 7. 特殊的腳部構造，讓長鬃山羊在險惡地形也能輕輕鬆鬆地來去自如。 8. 因為雌、雄頭上都長角，從外觀上不易分辨。  				Serow	臺灣長鬃山羊	http://www.zoo.gov.tw/iTAP/03_Animals/FormosanArea/Serow/Serow_Pic01.jpg	臺灣長鬃山羊	http://www.zoo.gov.tw/iTAP/03_Animals/FormosanArea/Serow/Serow_Pic02.jpg	臺灣長鬃山羊	http://www.zoo.gov.tw/iTAP/03_Animals/FormosanArea/Serow/Serow_Pic03.jpg	臺灣長鬃山羊	http://www.zoo.gov.tw/iTAP/03_Animals/FormosanArea/Serow/Serow_Pic04.jpg												2015-06-03	249
臺灣野豬				MULTIPOINT ((121.5802887 24.9983057))	臺灣動物區		Formosan Wild Boar	Sus scrofa taivanus	脊索動物門	哺乳綱	偶蹄目	豬科		臺灣	全島森林區、茅草區，0至3000m	臺灣野豬較一般人類飼養的豬隻為小， 吻端至肛門約70～90公分；頭部延長突出，最前端為肥厚的圓盤狀，其上有一對鼻孔。眼小，尾巴纖細，末端長了一些鬃毛。本種幼豬身上有棕黃色的條紋，配上黑毛為底，猶如一顆長了頭的瓜類。長大之後這些條紋即消失，整隻變為黑灰色。四肢短，各具四趾。雄性野豬有發達的獠牙，雌豬則不明顯	本種屬夜行性動物，雜食性，有鋪草休息的習性，也有挖掘樹根或芒草根之能力，出沒之處常會留下圓筒狀之獸徑	植物之根莖部		臺灣野豬 1. 喜歡泡在泥漿裡，尤其是在炎熱的季節。再在樹幹上用力磨擦，可以除去討厭的體外寄生蟲。 2. 上、下犬齒又彎又長，稱為獠牙，雄豬比雌豬明顯，是很有威力的防禦武器；而且還可以用來掀開石塊尋找食物。 3. 遇敵不及走避時，野豬會用驚人的衝撞力和獠牙反擊。 4. 幼豬身上有褐色的條紋，躲進草叢就不易被發現。 5. 豬媽媽為了保護幼豬，會攻擊入侵者。 6. 長長的鼻子，不但嗅覺奇佳，而且還可以像推土機般拱地尋找食物。 7. 獵人設的陷阱，也常被牠聞出來而即時走避。				Boar	臺灣野豬	http://www.zoo.gov.tw/iTAP/03_Animals/FormosanArea/Boar/Boar_Pic01.jpg	臺灣野豬	http://www.zoo.gov.tw/iTAP/03_Animals/FormosanArea/Boar/Boar_Pic02.jpg	臺灣野豬	http://www.zoo.gov.tw/iTAP/03_Animals/FormosanArea/Boar/Boar_Pic03.jpg	臺灣野豬	http://www.zoo.gov.tw/iTAP/03_Animals/FormosanArea/Boar/Boar_Pic04.jpg												2015-06-03	250
臺灣黑熊				MULTIPOINT ((121.5799735 24.9975801))	臺灣動物區		Formosan Black Bear	Selenarctos thibetanus formosanus	脊索動物門	哺乳綱	食肉目	熊科		臺灣黑熊為亞洲黑熊的特有亞種，也是臺灣唯一原產的熊類。亞洲黑熊過去曾廣泛分布於亞洲各地，從日本、中國到阿富汗、巴基斯坦都有牠們的足跡。據資料指出，臺灣黑熊是亞洲黑熊中體型最小的一種。牠們活躍在海拔一千兩百到一千八百公尺的原始闊葉林或以闊葉林為主的針闊葉混合林裏。		體長120~170公分，肩高60~70公分，最重可逾200公斤。全身披黑色粗毛，身軀壯碩，四肢粗短，前後肢都具有五趾，掌全部裸出，齒短，圓耳，短尾，鼻骨長，下顎前端有撮白色短毛，胸前有白色短毛構成的V字型白斑。		雜食性，以植物的根莖葉、殼斗科的堅果、樟科楨楠屬漿果為主食，偶而也會吃哺乳類動物、蜂巢等和臘肉、鹹魚、白米等人為食物。		臺灣黑熊 1. 黑熊胸前有明顯的ｖ字形白毛，可以像人類一樣用後腳站立行走。 2. 用腳掌走路稱為蹠行動物，用腳趾走路稱為趾行動物。 3. 牠是臺灣體型最大的食肉目動物。 4. 站立用前掌攻擊敵人。 5. 熊會爬樹和游泳，遇到時躲到樹上、水裡或裝死都沒有用，最好安靜迅速離開。 6. 適合撕咬肉類的犬齒。（紅色部分）。 7. 適合咀嚼植物的臼齒（黃色標識）。				Bear-F	臺灣黑熊	http://www.zoo.gov.tw/iTAP/03_Animals/FormosanArea/Bear-F/Bear-F_Pic01.jpg	臺灣黑熊	http://www.zoo.gov.tw/iTAP/03_Animals/FormosanArea/Bear-F/Bear-F_Pic02.jpg	臺灣黑熊	http://www.zoo.gov.tw/iTAP/03_Animals/FormosanArea/Bear-F/Bear-F_Pic03.jpg	臺灣黑熊	http://www.zoo.gov.tw/iTAP/03_Animals/FormosanArea/Bear-F/Bear-F_Pic04.jpg												2015-06-03	251
